dst_host_srv_count,dst_host_diff_srv_rate,flag,srv_serror_rate,serror_rate,Malicious
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
36,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
10,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
55,0.29,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.3,2,0.0,0.0,0
249,0.01,2,0.0,0.0,0
41,0.11,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
250,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
212,0.01,2,0.0,0.0,0
5,0.03,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
75,0.92,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.57,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
170,0.03,2,0.0,0.0,0
2,0.67,2,0.0,0.0,0
4,0.0,2,0.0,0.0,0
131,0.03,2,0.0,0.0,0
71,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
26,0.62,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
10,0.03,2,0.0,0.0,0
97,0.01,2,0.0,0.0,0
250,0.0,1,0.0,0.0,0
1,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
37,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
225,0.01,2,0.0,0.0,0
203,0.02,1,0.0,0.0,0
27,0.0,2,0.0,0.0,0
13,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
139,0.04,2,0.0,0.0,0
15,0.05,2,0.0,0.0,0
52,0.06,2,0.0,0.0,0
173,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
226,0.01,2,0.0,0.0,0
47,0.05,2,0.0,0.0,0
252,0.01,2,0.0,0.0,0
90,0.04,2,0.0,0.0,0
117,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
7,0.03,2,0.0,0.0,0
255,0.0,8,0.25,1.0,0
25,0.03,2,0.0,0.0,0
242,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
221,0.01,2,0.0,0.0,0
1,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.17,0.0,0
255,0.0,2,0.0,0.0,0
2,0.06,2,0.0,0.0,0
35,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
236,0.01,2,0.0,0.0,0
242,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
127,0.0,1,0.0,0.0,0
81,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
159,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
81,0.03,2,0.0,0.0,0
219,0.01,2,0.0,0.0,0
239,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
248,0.01,2,0.0,0.0,0
138,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
228,0.0,2,0.04,0.0,0
27,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
177,0.09,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
225,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
131,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.62,2,0.0,0.0,0
231,0.0,1,0.0,0.0,0
44,0.06,2,0.0,0.0,0
237,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
38,0.03,2,0.0,0.0,0
235,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
187,0.01,2,0.0,0.0,0
154,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
56,0.45,2,0.0,0.0,0
101,0.04,2,0.0,0.0,0
97,0.08,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
165,0.0,2,0.0,0.0,0
251,0.01,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
248,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
167,0.06,2,0.0,0.0,0
142,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
6,0.0,2,0.0,0.0,0
1,0.67,5,0.0,0.0,0
18,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
6,0.07,2,0.0,0.0,0
7,0.25,2,0.0,0.0,0
2,0.62,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
253,0.01,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
15,0.0,8,1.0,1.0,0
241,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
24,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
72,0.06,2,0.0,0.0,0
9,0.01,2,0.0,0.0,0
89,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
41,0.07,3,0.0,0.0,0
68,0.46,2,0.0,0.0,0
71,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
11,0.92,2,0.0,0.0,0
6,0.65,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
58,0.11,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.64,2,0.0,0.0,0
149,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.49,2,0.0,0.0,0
1,0.74,2,0.0,0.0,0
63,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.2,0.0,0
214,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
248,0.01,2,0.0,0.0,0
255,0.0,2,0.5,0.5,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
53,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
45,0.02,2,0.0,0.0,0
172,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
249,0.01,2,0.0,0.0,0
28,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
128,0.02,2,0.0,0.0,0
30,0.12,2,0.0,0.0,0
188,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
18,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
111,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
146,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.1,9,1.0,1.0,0
219,0.0,2,0.0,0.0,0
12,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
5,0.01,2,0.0,0.0,0
243,0.02,2,0.0,0.0,0
103,0.02,2,0.0,0.0,0
4,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
11,0.6,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
217,0.0,2,0.0,0.0,0
225,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
50,0.03,2,0.0,0.0,0
1,0.57,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
104,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
249,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
250,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
68,0.03,2,0.0,0.0,0
255,0.0,2,0.04,0.06,0
255,0.0,2,0.0,0.0,0
48,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
73,0.03,2,0.0,0.0,0
246,0.01,2,0.0,0.0,0
55,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
13,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
51,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
224,0.01,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
203,0.02,2,0.0,0.0,0
130,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
103,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
97,0.05,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
32,0.01,2,0.0,0.0,0
243,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
94,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
89,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
4,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.73,2,0.0,0.0,0
7,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
13,0.0,1,0.0,0.0,0
1,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
135,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
237,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
27,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
165,0.07,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
7,0.1,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
199,0.0,2,0.0,0.0,0
253,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
118,0.03,2,0.0,0.0,0
250,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
239,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
219,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
198,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
30,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
65,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
238,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
245,0.01,2,0.0,0.0,0
62,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
227,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
138,0.02,4,0.5,0.5,0
255,0.0,2,0.0,0.0,0
247,0.0,1,0.0,0.0,0
100,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
118,0.18,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
117,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
165,0.04,2,0.0,0.0,0
244,0.01,2,0.0,0.0,0
9,0.05,2,0.0,0.0,0
147,0.03,2,0.0,0.0,0
255,0.0,4,0.04,0.5,0
244,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
11,0.03,2,0.0,0.0,0
240,0.06,2,0.0,0.0,0
87,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
15,0.07,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
28,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.54,2,0.0,0.0,0
87,0.03,2,0.0,0.0,0
21,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
131,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
144,0.02,2,0.0,0.0,0
244,0.01,2,0.0,0.0,0
255,0.0,2,0.02,0.0,0
13,0.01,2,0.0,0.0,0
34,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
45,0.07,2,0.0,0.0,0
30,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,9,0.5,0.5,0
92,0.31,2,0.0,0.0,0
1,0.02,2,0.0,0.0,0
171,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
10,0.01,2,0.0,0.0,0
100,0.15,2,0.0,0.0,0
12,0.02,2,0.0,0.0,0
44,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
14,0.18,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
179,0.01,2,0.0,0.0,0
44,0.05,2,0.0,0.0,0
5,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
9,0.06,2,0.0,0.0,0
189,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
3,0.43,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
6,0.0,2,0.0,0.0,0
193,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
115,0.03,4,0.5,0.5,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
78,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
70,0.03,2,0.0,0.0,0
7,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
208,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
23,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.6,0.0,0
210,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.86,2,0.0,0.0,0
18,0.02,4,1.0,1.0,0
255,0.0,2,0.0,0.0,0
1,0.08,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
87,0.29,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
192,0.03,2,0.0,0.0,0
1,1.0,5,0.0,0.0,0
255,0.0,2,0.0,0.0,0
153,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
242,0.01,2,0.0,0.0,0
28,0.0,1,0.0,0.0,0
53,0.09,2,0.0,0.0,0
90,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
178,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
53,0.18,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
43,0.69,2,0.0,0.0,0
255,0.0,2,0.25,0.25,0
255,0.0,2,0.0,0.0,0
56,0.02,2,0.0,0.0,0
255,0.0,8,0.5,1.0,0
114,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
18,0.07,2,0.0,0.0,0
255,0.0,8,1.0,1.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
8,0.07,2,0.0,0.0,0
236,0.06,2,0.0,0.0,0
251,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
54,0.05,2,0.0,0.0,0
74,0.02,2,0.0,0.0,0
170,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
40,0.02,2,0.0,0.0,0
79,0.05,2,0.0,0.0,0
8,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
220,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
131,0.0,2,0.0,0.0,0
248,0.01,8,0.5,0.5,0
104,0.0,2,0.0,0.0,0
1,0.6,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
237,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
181,0.02,2,0.0,0.0,0
174,0.01,2,0.0,0.0,0
255,0.0,2,0.14,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.05,0.25,0
255,0.0,2,0.0,0.0,0
34,0.01,2,0.0,0.0,0
255,0.0,4,0.5,0.5,0
37,0.0,1,0.0,0.0,0
86,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
104,0.01,2,0.0,0.0,0
1,0.1,2,0.0,0.0,0
168,0.02,2,0.0,0.0,0
37,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
208,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.43,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
238,0.0,2,0.0,0.0,0
206,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
112,0.09,2,0.0,0.0,0
59,0.0,1,0.0,0.0,0
123,0.02,2,0.0,0.0,0
124,0.0,2,0.0,0.0,0
163,0.03,2,0.0,0.0,0
101,0.02,2,0.0,0.0,0
17,0.05,2,0.0,0.0,0
1,0.84,2,0.0,0.0,0
94,0.04,2,0.0,0.0,0
191,0.0,1,0.0,0.0,0
64,0.05,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.5,0.5,0
40,0.03,9,0.2,0.2,0
255,0.0,2,0.0,0.0,0
178,0.03,2,0.0,0.0,0
246,0.01,2,0.0,0.0,0
248,0.01,2,0.0,0.0,0
1,0.86,2,0.0,0.0,0
101,0.0,4,0.5,0.5,0
255,0.0,2,0.0,0.0,0
121,0.01,2,0.0,0.0,0
2,0.49,2,0.0,0.0,0
155,0.04,2,0.0,0.0,0
181,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
253,0.01,2,0.2,0.2,0
186,0.01,2,0.0,0.0,0
20,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
132,0.03,2,0.0,0.0,0
14,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
247,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.84,2,0.0,0.0,0
6,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.82,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.03,2,0.0,0.0,0
72,0.05,2,0.0,0.0,0
67,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
166,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
67,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
87,0.0,2,0.0,0.0,0
228,0.0,2,0.0,0.0,0
78,0.05,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
55,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
150,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
170,0.07,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
22,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
225,0.01,2,0.0,0.0,0
25,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
178,0.05,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
7,0.06,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
51,0.02,2,0.0,0.0,0
216,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
120,0.04,2,0.0,0.0,0
20,0.07,2,0.0,0.0,0
121,0.02,2,0.0,0.0,0
249,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
250,0.01,2,0.0,0.0,0
51,0.01,2,0.0,0.0,0
177,0.02,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
44,0.13,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
192,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
6,0.23,2,0.0,0.0,0
8,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.66,2,0.0,0.0,0
2,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
242,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
55,0.12,2,0.0,0.0,0
155,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
21,0.08,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.02,0.0,0
1,0.85,2,0.0,0.0,0
112,0.05,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
64,0.01,2,0.0,0.0,0
20,0.08,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.56,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.0,1,0.0,0.0,0
171,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
83,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
108,0.04,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
171,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
22,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
161,0.03,2,0.0,0.0,0
255,0.0,2,0.25,0.25,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
134,0.03,2,0.0,0.0,0
209,0.01,2,0.0,0.0,0
129,0.02,2,0.0,0.0,0
172,0.0,2,0.33,0.33,0
1,0.01,2,0.0,0.0,0
66,0.0,1,0.0,0.0,0
180,0.18,2,0.0,0.0,0
239,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
250,0.0,1,0.0,0.0,0
7,0.02,2,0.0,0.0,0
237,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
10,0.03,2,0.0,0.0,0
74,0.04,2,0.0,0.0,0
1,0.44,2,0.0,0.0,0
186,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
99,0.03,2,0.0,0.0,0
86,0.11,2,0.0,0.0,0
91,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
233,0.0,1,0.0,0.0,0
255,0.0,9,1.0,1.0,0
217,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
225,0.01,2,0.0,0.0,0
8,0.11,2,0.0,0.0,0
169,0.11,2,0.0,0.0,0
229,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
34,0.06,2,0.0,0.0,0
37,0.13,2,0.0,0.0,0
5,0.07,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.56,2,0.0,0.0,0
231,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
66,0.04,2,0.0,0.0,0
133,0.01,2,0.0,0.0,0
227,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.81,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
239,0.01,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
6,0.16,9,1.0,1.0,0
130,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
126,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
152,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
31,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,1.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
253,0.01,2,0.0,0.0,0
36,0.08,2,0.0,0.0,0
200,0.02,2,0.0,0.0,0
27,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
154,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
226,0.01,2,0.0,0.0,0
