dst_host_srv_serror_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,count,flag,same_srv_rate,dst_host_srv_count,dst_host_diff_srv_rate,Malicious
0,0,0,0,28,2,1,255,0,0
0,0,0,0,73,2,1,254,0.01,0
0,0,0,0,2,2,1,254,0.01,0
0,0,0,0,1,2,1,38,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0.94,0.8,0,0,1,2,1,64,0.02,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,71,2,1,254,0.01,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0.01,0,0,2,2,0.5,8,0.05,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,2,2,1,52,0.03,0
0,0,0,0,5,2,0.2,1,0.76,0
0,0,0,0,7,2,0.29,72,0.03,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0.03,0.02,0,0,10,2,1,72,0,0
0.01,0,0,0,1,2,1,190,0.06,0
0,0,0,0,6,2,1,229,0.01,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,1,1,229,0,0
0,0,0,0,1,2,1,212,0.01,0
0,0,0,0,1,2,1,247,0.01,0
0,0,0,0,21,2,1,255,0,0
0,0,0,0,19,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,2,2,1,76,0.03,0
0,0,0,0,19,2,1,255,0,0
0,0,0,0,467,2,1,255,0,0
0.01,0,0,0,14,2,1,255,0,0
0,0,0.2,0.2,5,4,1,255,0,0
0,0,0,0,1,2,1,131,0,0
0,0,0,0,29,2,1,255,0,0
0.01,0,0,0,1,1,1,222,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,160,2,1,249,0.01,0
0,0,0,0,41,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,1,2,1,169,0.04,0
0,0,0,0,4,2,1,255,0,0
0.01,0,0,0,1,2,1,175,0.14,0
0,0,0,0,1,2,1,235,0.01,0
0,0.02,0,0,2,2,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,1,2,1,131,0.03,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,128,2,1,254,0.01,0
0,0.31,0,0,1,2,1,85,0.05,0
0,0,0,0,2,2,1,241,0.01,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,160,0.03,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,3,2,1,252,0.01,0
0,0,0,0,25,2,1,255,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,6,2,0.33,2,0.43,0
0,0,0,0,5,2,1,255,0,0
0.01,0.25,0,0,1,2,1,78,0,0
0,0,0,0,130,2,1,254,0.01,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,1,1,1,252,0,0
0,0,0,0,2,2,1,11,0.15,0
0,0,0,0,1,2,1,138,0.02,0
0,0,0,0,37,2,1,255,0,0
0,0,0,0,1,2,1,203,0.04,0
0,0,0,0,1,2,1,90,0.04,0
0,0,0,0,5,2,1,244,0.02,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,20,2,1,255,0,0
0.17,0,0,0,1,2,1,6,0,0
0,0,0,0,1,2,1,250,0.02,0
0,0,0,0,2,2,0.5,28,0.08,0
0,0,0,0,5,2,1,255,0,0
0.09,0.02,1,1,1,9,1,23,0.06,0
0,0,0,0,1,2,1,105,0.05,0
0,0,0,0,75,2,1,209,0.01,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,69,2,1,190,0.02,0
0,0,0,0,1,2,1,52,0.05,0
0,0,0,0,1,2,1,68,0.09,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,2,2,1,50,0.03,0
0.01,0.03,0,0,1,2,1,152,0.18,0
0,0,0,0,1,1,1,87,0,0
0.01,0,0,0,1,2,1,76,0.11,0
0,0,0,0,282,2,1,209,0.01,0
0,0,0,0,73,2,1,241,0.01,0
0,0,0,0,5,2,1,248,0.01,0
0,0,0,0,26,2,1,255,0,0
0,0,0,0,2,2,1,250,0.01,0
0,0,0,0,2,2,1,63,0.02,0
0,0.01,0,0,6,2,1,255,0,0
0,0,0,0,15,2,1,255,0,0
0,0,0,0,1,2,1,14,0.03,0
0.01,0.02,0,0,5,2,1,255,0,0
0,0.01,0.33,0.33,3,2,1,255,0,0
0,0.73,0,0,1,2,1,25,0.75,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,13,2,1,233,0.01,0
0,0,0,0,1,2,1,242,0.01,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,1,2,1,136,0.04,0
0.01,0.01,0,0,29,2,1,252,0,0
0,0.01,0.25,0,4,2,0.25,1,0.05,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,105,0.04,0
0,0,0,0,2,2,1,194,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0.55,0.49,0,0,1,2,1,121,0.02,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,24,2,1,255,0,0
0.01,0.01,0,0,1,2,1,172,0.05,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,15,2,0.4,6,0.01,0
0,0,0,0,1,2,1,7,0,0
0,0,0,0,41,2,0.1,9,0.01,0
0,0,0,0,61,2,1,144,0.01,0
0,0,0,0,1,2,1,227,0.01,0
0.5,0,0,0,1,2,1,2,0.08,0
0.02,0.02,0,0,1,2,1,121,0.07,0
0,0,0,0,26,2,1,255,0,0
0.78,0.64,0,0,2,2,0.5,51,0.02,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,1,1,179,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,18,2,1,235,0.01,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,1,2,1,3,0.97,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,1,2,1,213,0.03,0
0,0,0,0,19,2,1,82,0.02,0
0,0,0,0,1,2,1,10,0.06,0
0,0,0,0,1,2,1,164,0,0
0,0,0,0,73,2,1,255,0,0
0,0,0,0,1,2,1,10,0.03,0
0.01,0.01,1,1,1,9,1,171,0.03,0
0,0,0,0,1,2,1,1,0.81,0
0,0,0,0,73,2,0.99,241,0.01,0
0.01,0.01,0.5,0.5,2,4,1,119,0.04,0
0,0,0,0,1,2,1,12,0.63,0
0,0,0,0,10,2,1,187,0,0
0,0,0,0,1,2,1,21,0,0
0,0,0,0,35,2,1,255,0,0
0,0,0,0,86,2,1,254,0.01,0
0,0,0,0,31,2,1,255,0,0
0,0,0,0,19,2,1,255,0,0
0,0,0,0,1,2,1,194,0,0
0,0,0,0,232,2,1,246,0.01,0
0,0,0,0,1,2,1,188,0.02,0
0.02,0.01,0,0,1,2,1,101,0.04,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,117,2,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,263,2,1,254,0.01,0
0,0,0,0,2,2,0.5,11,0.03,0
0,0.24,0,0,1,2,1,94,0.05,0
0,0.02,0,0,2,2,1,34,0.05,0
0,0,0,0,137,2,1,230,0.01,0
0,0,0,0,65,2,1,255,0,0
0,0,0,0,1,2,1,62,0.07,0
0,0,0,0,4,2,0.5,2,0.67,0
0,0,0,0,2,2,0.5,60,0.05,0
0,0,0,0,1,2,1,7,0.03,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,1,2,1,1,0.21,0
0,0,0,0,1,2,1,21,0.06,0
0,0,0,0,6,2,1,43,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,58,0.01,0
0,0,0,0,24,2,1,255,0,0
0,0,0,0,153,2,1,254,0.01,0
0,0,0,0,28,2,1,255,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,15,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,14,0.04,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,38,2,1,255,0,0
0,0,0,0,140,2,1,254,0.01,0
0.01,0,0,0,5,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,247,2,1,251,0.01,0
0,0,0,0,1,2,1,28,0.12,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,26,0.05,0
0,0,0,0,6,2,0.83,10,0.01,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,27,2,1,255,0,0
0,0,0,0,2,2,1,73,0.04,0
0,0,0,0,28,2,0.96,27,0.53,0
0.01,0.01,0,0,7,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,152,2,1,255,0,0
0,0,0,0,1,2,1,242,0.02,0
0.01,0.01,0.33,0.17,3,2,1,255,0,0
0,0,0,0,7,2,0.14,232,0.01,0
0.01,0.01,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,253,0.01,0
0,0,0,0,2,2,1,70,0.03,0
0,0,0,0,1,2,1,48,0.04,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,1,1,238,0,0
0,0,0,0,2,2,1,33,0,0
0,0.02,0,0,1,1,1,10,0.03,0
0,0,0,0,234,2,1,250,0.01,0
0,0,0,0,11,2,0.36,30,0.01,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,2,2,0.5,4,0.01,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,1,2,1,1,0.02,0
0,0,0,0,40,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,11,2,1,255,0,0
0,0.01,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,64,0.02,0
0,0,0,0,10,2,1,44,0.06,0
0.01,0.01,0,0,4,2,1,255,0,0
0,0,0,0,23,2,1,255,0,0
0,0,0,0,108,2,1,255,0,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,17,2,1,255,0,0
0,0.02,0.04,0,24,2,0.04,1,0.12,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,9,2,1,156,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,3,2,0.33,4,0.01,0
0,0,0,0,32,2,0.97,239,0.01,0
0,0,0,0,1,2,1,255,0,0
0.01,0,0,0.5,1,2,1,192,0.03,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,24,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0.01,0.5,0.5,0.5,2,9,1,255,0,0
0.67,0.64,0,0,1,2,1,123,0.01,0
0,0,0,0,1,2,1,114,0.05,0
0,0,0,0,1,1,1,210,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0.2,0.2,5,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0.01,0.01,0,0,13,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,2,2,1,3,0.02,0
0,0,0,0,1,2,1,183,0.08,0
0.92,0.86,0,0,1,2,1,65,0.02,0
0,0,0,0,5,1,1,190,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,2,2,1,2,0.44,0
0,0,0,0,1,2,1,1,0.86,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,125,0.02,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,1,2,1,162,0,0
0,0,0,0,1,2,1,121,0.05,0
0,0,0,0,31,2,1,255,0,0
0,0.04,0,0,2,2,1,73,0.05,0
0,0,0,0,147,2,1,229,0.01,0
0,0,0,0,1,2,1,199,0.03,0
0,0,0,0,1,1,1,149,0.03,0
0,0,0,0,2,2,1,249,0.01,0
0,0,0,0,2,2,1,58,0.07,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,1,1,1,239,0,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,1,2,1,251,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,130,2,1,255,0,0
0.01,0.01,0.5,0.5,2,4,1,119,0.1,0
0,0,0,0,1,1,1,42,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,5,2,1,184,0,0
0,0.01,0,0,1,2,1,77,0.51,0
0,0,0,0,18,2,1,229,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,13,2,1,255,0,0
0,0.01,0,0,10,2,1,255,0,0
0,0,0,0,2,2,0.5,96,0.24,0
0,0.01,0,0,1,1,1,7,0.04,0
0,0.01,0,0,6,2,1,255,0,0
0,0,0,0,16,2,1,255,0,0
0,0.01,0,0,35,2,1,255,0,0
0,0,0,0,2,2,1,56,0,0
0,0,0,0,190,2,1,255,0,0
0,0,0,0,77,2,1,240,0.01,0
0,0,0,0,29,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0.01,0,0,0,38,2,1,255,0,0
0,0,0,0,1,2,1,1,0.16,0
0,0,0,0,1,1,1,229,0,0
0,0,0,0,15,2,1,255,0,0
0,0,0,0,1,2,1,113,0.04,0
0,0,0,0,1,2,1,234,0.02,0
0,0,0,0,270,2,1,246,0.01,0
0,0,0,0,1,2,1,10,0.03,0
0,0,0,0,12,2,1,231,0,0
0,0.01,0,0,2,2,0.5,44,0.03,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,2,2,0.5,10,0.04,0
0,0,0,0,72,2,1,254,0.01,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,6,2,1,242,0.01,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,185,0.03,0
0,0,0,0,2,2,1,76,0.03,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,1,2,1,63,0.14,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0.01,0,0,0,9,2,1,255,0,0
0,0,0,0,1,2,1,31,0.08,0
0,0,0,0,2,2,0.5,40,0.05,0
0,0,0,0,22,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0.01,0,0,0,1,2,1,255,0,0
0,0,0,0,268,2,1,124,0.01,0
0,0,0,0,27,2,1,255,0,0
0,0,0,0,8,2,1,228,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,7,2,1,56,0.03,0
0,0.25,0.5,0.33,2,2,1,255,0,0
0,0,0,0,2,2,1,44,0.05,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,2,2,1,192,0,0
0,0,0,0,25,2,1,255,0,0
0,0,0,0,1,2,1,212,0.02,0
0,0,0,0,1,2,1,246,0.01,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,7,2,1,221,0,0
0,0,0,0,23,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0.52,0,0,8,2,1,49,0.02,0
0,0,0,0,16,2,1,255,0,0
0,0.04,1,1,1,4,1,255,0,0
0,0,0,0,25,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,3,2,0.67,2,0.64,0
0,0,0,0,1,2,1,73,0.02,0
0,0,0,0,75,2,1,254,0.01,0
0,0,0,0,18,2,1,255,0,0
0,0.01,0,0,2,2,0.5,128,0.05,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,27,2,1,255,0,0
0,0,0,0,22,2,1,255,0,0
0.01,0.01,0,0,9,2,1,255,0,0
0.01,0.1,0.5,0.11,2,4,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0.2,0.2,5,9,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,117,2,1,166,0.01,0
0.12,0.34,0,0,1,2,1,33,0.34,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,140,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,30,2,1,255,0,0
0,0,0,0,1,2,1,49,0.02,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0.64,0,0,1,2,1,48,0.07,0
0,0,0,0,1,1,1,144,0,0
0,0,0,0,1,2,1,81,0.43,0
0,0.01,0,0,1,2,1,8,0.04,0
0,0,0,0,195,2,1,251,0.01,0
0,0,0.5,0.5,2,2,1,255,0,0
0,0,0,0,2,2,1,181,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,21,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,314,2,1,254,0.01,0
0,0,0,0,1,2,1,5,0.03,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,164,2,1,255,0,0
0,0,0,0,145,2,1,254,0.01,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0.88,0.16,1,1,1,9,1,16,0.02,0
0,0,0,0,1,2,1,109,0.1,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,2,2,0.5,10,0.04,0
0.02,0,0,0,1,2,1,64,0.07,0
0,0,0,0,131,2,1,166,0.01,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,24,2,1,255,0,0
0,0,0,0,6,2,1,79,0.04,0
0,0,0,0,7,2,1,228,0.01,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,26,2,1,255,0,0
0,0,0,0,77,2,1,254,0.01,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,1,2,1,171,0.25,0
0,0,0,0,2,2,1,255,0,0
0.09,0,0,0,1,1,1,22,0,0
0,0,0,0,1,2,1,231,0,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,1,2,1,10,0.09,0
0,0,0,0,67,2,1,255,0,0
0,0,0,0,28,2,1,255,0,0
0,0,0,0,190,2,1,255,0,0
0,0,0,0,25,2,1,255,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,29,2,1,255,0,0
0.02,0.02,0.5,0.5,2,2,1,56,0,0
0,0,0,0,12,2,1,18,0,0
0,0,0,0,162,2,0.99,254,0.01,0
0,0,0,0,1,2,1,1,0.06,0
0.01,0,0,0,2,2,1,255,0,0
0,0,0,0,4,2,1,101,0,0
0,0,0,0,1,2,1,237,0.01,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,33,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,172,2,1,255,0,0
0,0,0,0,1,2,1,149,0.04,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,11,2,1,255,0,0
0.02,0,0,0,5,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,195,2,0.99,255,0,0
0,0,0,0,226,2,1,255,0,0
0,0,0,0,1,2,1,17,0,0
0,0,0,0,2,2,1,171,0.02,0
0,0,0,0,1,2,1,119,0.03,0
0,0,0.17,0.17,6,2,1,248,0.01,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,66,2,1,254,0.01,0
0,0,0,0,59,2,1,255,0,0
0,0,0,0,1,2,1,9,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0.01,0.01,0,0,2,2,1,72,0.1,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0.5,0.4,2,2,1,255,0,0
0.01,0,0,0,9,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0.12,0.12,0,0,1,2,1,24,0,0
0,0,0,0,3,2,1,231,0,0
0,0,0,0,1,2,1,46,0.4,0
0,0,0,0,1,2,1,186,0.02,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,2,1,36,0.02,0
0,0,0,0,1,2,1,244,0.01,0
0,0,0,0,3,2,1,255,0,0
0.01,0,0,0,7,2,1,255,0,0
0,0,0,0,123,2,1,255,0,0
0.01,0,0,0,1,2,1,122,0.02,0
0,0,0,0,6,2,0.17,103,0.02,0
0,0,0,0,21,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,220,2,1,254,0.01,0
0,0,0,0,245,2,1,251,0.01,0
0,0.74,0,0,1,2,1,36,0.75,0
0,0,0,0,17,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,77,2,1,254,0.01,0
0,0,0,0,1,2,1,44,0.04,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,3,0.21,0
0,0,0,0,1,2,1,11,0.18,0
0,0,0,0,15,2,1,255,0,0
0,0.01,0,0,1,2,1,255,0,0
0,0,0,0,9,2,1,177,0.01,0
0,0,0,0,4,2,1,255,0,0
0,0,0.05,0.05,21,2,1,255,0,0
0,0.75,0,0,2,2,1,36,0.06,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0.01,0,0,0,11,2,1,255,0,0
0,0,0,0,19,2,1,255,0,0
0,0,0,0,307,2,1,218,0.01,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,26,2,1,255,0,0
0,0,0,0,1,2,1,121,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,26,2,1,255,0,0
0.01,0,0,0,2,2,1,119,0.03,0
0,0,0,0,216,2,1,254,0.01,0
0,0,0,0,1,2,1,255,0,0
0.02,0.01,0,0,1,2,1,126,0.08,0
0.02,0,0,0,10,2,1,46,0,0
0,0,0,0,29,2,1,255,0,0
0,0,0,0,1,2,1,2,0.04,0
0,0.02,0.12,0.12,8,2,1,255,0,0
0,0,0,0,1,2,1,2,0.02,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,4,2,1,87,0.18,0
0,0,0,0,57,2,1,196,0.02,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,79,2,1,211,0.01,0
0,0,0,0,4,2,1,184,0,0
0,0,0,0,2,2,0.5,3,0.01,0
0,0,0,0,1,1,1,68,0,0
0,0,0,0,16,2,1,255,0,0
0.1,0.1,0.5,0.5,2,4,1,10,0,0
0,0,0,0,26,2,1,255,0,0
0,0,0,0,21,2,1,77,0.03,0
0.01,0,0,0,2,2,1,255,0,0
0,0,0,0,15,2,1,255,0,0
0,0,0,0,2,2,1,83,0.03,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,79,0,0
0,0,0,0,12,2,1,255,0,0
0.01,0,0,0,21,2,1,255,0,0
0,0,0,0,9,2,1,225,0.01,0
0,0,0,0,1,2,1,218,0.01,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,6,2,0.17,4,0.06,0
0,0,0,0,2,2,0.5,65,0.01,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,4,0.13,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,26,2,1,255,0,0
0,0,0,0,1,2,1,164,0.05,0
0.01,0,0,0,1,2,1,192,0.04,0
0,0,0,0,114,2,1,255,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,25,2,1,255,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,45,2,1,255,0,0
0,0,0.03,0.03,35,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0.01,0,0,1,2,1,3,0.11,0
0,0,0,0,1,2,1,1,0.62,0
0,0,0,0,1,2,1,28,0.03,0
0,0,0,0,1,2,1,165,0.05,0
0,0,0,0,293,2,1,251,0.01,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,121,2,1,255,0,0
0,0.25,0,0,2,2,1,109,0.5,0
0,0,0,0,37,2,1,255,0,0
0,0,0,0,9,2,1,81,0.02,0
0,0,0,0,1,2,1,255,0,0
0.01,0.01,0,0.14,2,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,1,0.85,0
0.01,0.02,0.08,0.07,13,2,1,255,0,0
0,0,0,0,1,2,1,107,0.02,0
0,0,0,0,15,2,1,255,0,0
0.04,0,0,0,2,2,0.5,23,0.58,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,205,2,1,91,0.02,0
0,0,0,0,5,2,0.2,1,0.83,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,1,2,1,59,0.02,0
0,0,0,0,1,2,1,166,0.03,0
0,0,0,0,1,2,1,249,0.01,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,1,1,1,253,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,1,2,1,212,0.1,0
0,0,0,0,17,2,1,255,0,0
0.01,0.01,0.25,0.25,4,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,11,2,1,255,0,0
0,0.01,0,0,8,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,9,2,1,184,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,26,0.09,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,5,2,0.2,24,0.08,0
0,0,0,0,1,2,1,150,0.4,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,1,2,1,198,0.01,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,1,2,1,45,0.03,0
0,0,0,0,1,2,1,100,0.01,0
0,0,0,0,6,2,1,67,0.03,0
0,0,0,0,1,2,1,156,0.03,0
0,0,0,0,139,2,1,226,0.01,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,165,0.11,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,156,0.03,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,1,2,1,23,0.07,0
0.08,0.03,0,0,1,5,1,13,0.06,0
0,0.06,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,226,0.03,0
0,0,0,0,3,2,1,102,0,0
0,0,0,0,7,2,1,95,0,0
0,0,0,0,1,2,1,43,0.03,0
0,0,0,0,1,2,1,96,0.05,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,2,2,0.5,5,0.01,0
0.1,0.02,0,0,1,2,1,10,0.06,0
0,0,0,0,12,2,1,241,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,236,2,1,253,0.01,0
0,0,0,0,5,2,1,119,0.02,0
