dst_host_srv_count,dst_host_diff_srv_rate,Malicious
255,0,FALSE
255,0,FALSE
251,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.48,FALSE
98,0.03,FALSE
255,0,FALSE
255,0,FALSE
149,0.01,FALSE
255,0,FALSE
3,0,FALSE
78,0.04,FALSE
236,0.01,FALSE
255,0,FALSE
3,0.66,FALSE
255,0,FALSE
242,0,FALSE
123,0.02,FALSE
64,0.07,FALSE
255,0,FALSE
128,0.01,FALSE
203,0.04,FALSE
255,0,FALSE
87,0.02,FALSE
184,0,FALSE
255,0,FALSE
223,0.02,FALSE
70,0.05,FALSE
13,0.02,FALSE
19,0.01,FALSE
255,0,FALSE
255,0,FALSE
19,0.07,FALSE
6,0,FALSE
174,0,FALSE
254,0.01,FALSE
26,0.03,FALSE
255,0,FALSE
255,0,FALSE
231,0,FALSE
99,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
7,0.14,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
17,0.56,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
4,0.63,FALSE
2,0.05,FALSE
233,0.01,FALSE
255,0,FALSE
13,0.01,FALSE
153,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
123,0.02,FALSE
255,0,FALSE
196,0.02,FALSE
61,0.03,FALSE
255,0,FALSE
255,0,FALSE
50,0.07,FALSE
77,0.04,FALSE
255,0,FALSE
41,0,FALSE
131,0.07,FALSE
226,0,FALSE
135,0.01,FALSE
18,0.1,FALSE
255,0,FALSE
133,0.02,FALSE
254,0,FALSE
255,0,FALSE
200,0.01,FALSE
223,0.01,FALSE
255,0,FALSE
255,0,FALSE
31,0,FALSE
198,0,FALSE
255,0,FALSE
104,0.05,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
120,0.02,FALSE
43,0.02,FALSE
255,0,FALSE
255,0,FALSE
183,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
253,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
187,0.02,FALSE
255,0,FALSE
255,0,FALSE
123,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
19,0.06,FALSE
222,0.02,FALSE
48,0.07,FALSE
243,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
248,0.01,FALSE
153,0.02,FALSE
255,0,FALSE
255,0,FALSE
3,0.06,FALSE
255,0,FALSE
251,0.01,FALSE
129,0.06,FALSE
255,0,FALSE
255,0,FALSE
1,0.74,FALSE
255,0,FALSE
255,0,FALSE
78,0.04,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
203,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
100,0.04,FALSE
255,0,FALSE
236,0.04,FALSE
255,0,FALSE
250,0.01,FALSE
255,0,FALSE
255,0,FALSE
75,0,FALSE
255,0,FALSE
114,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.04,FALSE
173,0.06,FALSE
149,0.13,FALSE
255,0,FALSE
174,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
3,0.43,FALSE
254,0.01,FALSE
77,0,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
175,0.01,FALSE
1,0.53,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
252,0.01,FALSE
255,0,FALSE
166,0.01,FALSE
252,0.01,FALSE
12,0.65,FALSE
254,0,FALSE
9,0.12,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
245,0.01,FALSE
252,0.01,FALSE
133,0.06,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
77,0.44,FALSE
255,0,FALSE
84,0.03,FALSE
255,0,FALSE
249,0.01,FALSE
16,0.16,FALSE
255,0,FALSE
51,0.02,FALSE
22,0.02,FALSE
255,0,FALSE
25,0.09,FALSE
1,0.4,FALSE
255,0,FALSE
5,0.08,FALSE
255,0,FALSE
141,0.02,FALSE
255,0,FALSE
255,0,FALSE
79,0.04,FALSE
136,0,FALSE
1,0.06,FALSE
255,0,FALSE
113,0.02,FALSE
204,0.05,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
220,0,FALSE
1,0.69,FALSE
1,0.02,FALSE
63,0.02,FALSE
255,0,FALSE
254,0.01,FALSE
1,0.1,FALSE
255,0,FALSE
255,0,FALSE
90,0.03,FALSE
57,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
161,0.03,FALSE
255,0,FALSE
64,0.02,FALSE
255,0,FALSE
163,0.06,FALSE
153,0,FALSE
2,0.52,FALSE
255,0,FALSE
144,0.01,FALSE
255,0,FALSE
255,0,FALSE
245,0.09,FALSE
107,0.02,FALSE
173,0.03,FALSE
255,0,FALSE
255,0,FALSE
244,0.01,FALSE
255,0,FALSE
232,0.01,FALSE
222,0.01,FALSE
254,0.01,FALSE
1,0.86,FALSE
255,0,FALSE
82,0.02,FALSE
255,0,FALSE
255,0,FALSE
4,0.06,FALSE
255,0,FALSE
254,0.01,FALSE
121,0,FALSE
255,0,FALSE
158,0.01,FALSE
170,0,FALSE
255,0,FALSE
100,0.02,FALSE
2,0.88,FALSE
203,0,FALSE
244,0.01,FALSE
65,0.36,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
198,0.03,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
120,0,FALSE
255,0,FALSE
91,0.03,FALSE
255,0,FALSE
255,0,FALSE
186,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.71,FALSE
254,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
53,0.03,FALSE
77,0.16,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
67,0,FALSE
255,0,FALSE
216,0.02,FALSE
255,0,FALSE
255,0,FALSE
188,0.03,FALSE
199,0,FALSE
206,0.01,FALSE
255,0,FALSE
255,0,FALSE
24,0.08,FALSE
242,0.02,FALSE
62,0.02,FALSE
26,0.05,FALSE
86,0.1,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
39,0.07,FALSE
104,0.12,FALSE
255,0,FALSE
186,0.02,FALSE
31,0.06,FALSE
249,0,FALSE
5,0.07,FALSE
255,0,FALSE
255,0,FALSE
73,0.04,FALSE
255,0,FALSE
246,0.01,FALSE
255,0,FALSE
217,0.01,FALSE
255,0,FALSE
78,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
42,0.06,FALSE
255,0,FALSE
251,0.01,FALSE
70,0.22,FALSE
255,0,FALSE
175,0.12,FALSE
255,0,FALSE
255,0,FALSE
145,0.03,FALSE
255,0,FALSE
132,0.01,FALSE
59,0.03,FALSE
200,0.02,FALSE
255,0,FALSE
204,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
172,0,FALSE
255,0,FALSE
65,0,FALSE
229,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
74,0.04,FALSE
255,0,FALSE
18,0.05,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
253,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.83,FALSE
255,0,FALSE
255,0,FALSE
114,0.14,FALSE
255,0,FALSE
255,0,FALSE
40,0,FALSE
86,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
239,0.03,FALSE
104,0.05,FALSE
147,0.02,FALSE
255,0,FALSE
255,0,FALSE
103,0.04,FALSE
218,0.01,FALSE
246,0.01,FALSE
255,0,FALSE
218,0.01,FALSE
126,0.03,FALSE
107,0.06,FALSE
142,0.03,FALSE
8,0.01,FALSE
255,0,FALSE
255,0,FALSE
196,0.01,FALSE
255,0,FALSE
255,0,FALSE
2,0.38,FALSE
187,0.05,FALSE
179,0,FALSE
255,0,FALSE
228,0.01,FALSE
13,0.11,FALSE
78,0.37,FALSE
222,0.02,FALSE
255,0,FALSE
226,0.12,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
16,0.01,FALSE
255,0,FALSE
77,0.03,FALSE
16,0.05,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
66,0.05,FALSE
35,0,FALSE
94,0,FALSE
255,0,FALSE
16,0,FALSE
100,0,FALSE
36,0.02,FALSE
255,0,FALSE
247,0.01,FALSE
255,0,FALSE
221,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.2,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
21,0.01,FALSE
255,0,FALSE
121,0.08,FALSE
1,0.06,FALSE
255,0,FALSE
255,0,FALSE
242,0.01,FALSE
5,0.05,FALSE
255,0,FALSE
2,0.52,FALSE
2,0.03,FALSE
255,0,FALSE
10,0.08,FALSE
255,0,FALSE
66,0.21,FALSE
4,0.66,FALSE
255,0,FALSE
13,0.01,FALSE
152,0.02,FALSE
251,0.01,FALSE
255,0,FALSE
240,0.01,FALSE
255,0,FALSE
255,0,FALSE
8,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
155,0.02,FALSE
25,0.06,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
193,0,FALSE
229,0.01,FALSE
123,0.02,FALSE
254,0.01,FALSE
255,0,FALSE
2,0.02,FALSE
1,0.2,FALSE
255,0,FALSE
237,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.02,FALSE
1,0.87,FALSE
1,0.82,FALSE
119,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
198,0.01,FALSE
16,0.05,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
195,0.04,FALSE
179,0.01,FALSE
255,0,FALSE
21,0.16,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.14,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
187,0.01,FALSE
255,0,FALSE
255,0,FALSE
194,0.02,FALSE
255,0,FALSE
4,0.5,FALSE
254,0.01,FALSE
17,0.02,FALSE
255,0,FALSE
39,0.07,FALSE
255,0,FALSE
255,0,FALSE
96,0,FALSE
91,0.06,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
213,0.02,FALSE
6,0.06,FALSE
135,0.03,FALSE
38,0.06,FALSE
124,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
214,0.01,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
235,0.01,FALSE
236,0.01,FALSE
48,0.06,FALSE
161,0,FALSE
255,0,FALSE
255,0,FALSE
22,0.12,FALSE
255,0,FALSE
112,0.14,FALSE
255,0,FALSE
255,0,FALSE
180,0.03,FALSE
47,0.02,FALSE
66,0,FALSE
255,0,FALSE
69,0.02,FALSE
78,0,FALSE
255,0,FALSE
255,0,FALSE
54,0.05,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
166,0.05,FALSE
2,0.41,FALSE
228,0,FALSE
255,0,FALSE
255,0,FALSE
7,0,FALSE
1,0.33,FALSE
186,0.05,FALSE
254,0.01,FALSE
230,0.03,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
113,0,FALSE
1,0.83,FALSE
224,0.01,FALSE
154,0.03,FALSE
255,0,FALSE
79,0.03,FALSE
34,0.1,FALSE
12,0.03,FALSE
254,0.01,FALSE
2,0.64,FALSE
3,0.54,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
133,0.03,FALSE
131,0,FALSE
42,0.04,FALSE
255,0,FALSE
185,0.03,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
142,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
57,0,FALSE
5,0,FALSE
255,0,FALSE
2,0.56,FALSE
167,0,FALSE
51,0.02,FALSE
2,0.49,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
228,0.01,FALSE
216,0,FALSE
255,0,FALSE
45,0.02,FALSE
254,0.01,FALSE
10,0.05,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
166,0.03,FALSE
255,0,FALSE
255,0,FALSE
3,0.69,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
116,0.02,FALSE
255,0,FALSE
71,0.03,FALSE
7,0.11,FALSE
255,0,FALSE
255,0,FALSE
3,0.56,FALSE
41,0.07,FALSE
255,0,FALSE
254,0.01,FALSE
255,0,FALSE
255,0,FALSE
245,0.01,FALSE
255,0,FALSE
255,0,FALSE
54,0.02,FALSE
90,0.04,FALSE
84,0.04,FALSE
20,0.01,FALSE
255,0,FALSE
255,0,FALSE
162,0.02,FALSE
98,0.05,FALSE
255,0,FALSE
17,0.09,FALSE
4,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
7,0.08,FALSE
255,0,FALSE
255,0,FALSE
27,0.08,FALSE
164,0.07,FALSE
167,0.04,FALSE
255,0,FALSE
255,0,FALSE
75,0.03,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
251,0,FALSE
47,0,FALSE
60,0.03,FALSE
255,0,FALSE
241,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
57,0.04,FALSE
79,0.04,FALSE
75,0.08,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
168,0.05,FALSE
2,0.68,FALSE
173,0,FALSE
9,0,FALSE
255,0,FALSE
88,0.71,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
136,0.03,FALSE
233,0.01,FALSE
166,0.03,FALSE
210,0.01,FALSE
255,0,FALSE
181,0.04,FALSE
255,0,FALSE
241,0.02,FALSE
251,0,FALSE
5,0.05,FALSE
255,0,FALSE
255,0,FALSE
246,0.01,FALSE
22,0.02,FALSE
70,0.02,FALSE
255,0,FALSE
3,0.02,FALSE
255,0,FALSE
141,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
98,0.07,FALSE
255,0,FALSE
7,0.03,FALSE
155,0.09,FALSE
220,0.01,FALSE
249,0.01,FALSE
255,0,FALSE
255,0,FALSE
1,0.62,FALSE
2,0.62,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
39,0.02,FALSE
255,0,FALSE
255,0,FALSE
254,0,FALSE
79,0,FALSE
255,0,FALSE
255,0,FALSE
124,0.03,FALSE
158,0.04,FALSE
104,0,FALSE
255,0,FALSE
251,0.01,FALSE
1,0.6,FALSE
131,0,FALSE
10,0.03,FALSE
255,0,FALSE
2,0,FALSE
113,0,FALSE
255,0,FALSE
255,0,FALSE
12,0.05,FALSE
255,0,FALSE
34,0.55,FALSE
114,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
14,0.05,FALSE
6,0.15,FALSE
189,0.02,FALSE
255,0,FALSE
121,0.12,FALSE
120,0,FALSE
249,0,FALSE
255,0,FALSE
255,0,FALSE
190,0.02,FALSE
255,0,FALSE
255,0,FALSE
232,0.01,FALSE
10,0.06,FALSE
118,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
25,0.03,FALSE
255,0,FALSE
11,0.06,FALSE
255,0,FALSE
217,0.01,FALSE
56,0,FALSE
255,0,FALSE
16,0.08,FALSE
222,0,FALSE
255,0,FALSE
255,0,FALSE
28,0.07,FALSE
177,0.06,FALSE
255,0,FALSE
15,0.06,FALSE
255,0,FALSE
18,0.14,FALSE
255,0,FALSE
2,0.89,FALSE
255,0,FALSE
255,0,FALSE
188,0.01,FALSE
244,0.01,FALSE
145,0.04,FALSE
227,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
164,0,FALSE
86,0.02,FALSE
255,0,FALSE
255,0,FALSE
165,0.07,FALSE
255,0,FALSE
102,0.09,FALSE
207,0.02,FALSE
54,0.06,FALSE
141,0,FALSE
252,0.01,FALSE
209,0.01,FALSE
27,0,FALSE
109,0,FALSE
255,0,FALSE
125,0.02,FALSE
255,0,FALSE
255,0,FALSE
99,0.02,FALSE
255,0,FALSE
224,0.01,FALSE
116,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
12,0.17,FALSE
183,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
199,0.01,FALSE
176,0,FALSE
172,0.01,FALSE
62,0.06,FALSE
2,0.09,FALSE
255,0,FALSE
2,0.66,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
19,0.03,FALSE
71,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
198,0,FALSE
86,0.02,FALSE
255,0,FALSE
255,0,FALSE
191,0,FALSE
192,0.01,FALSE
255,0,FALSE
194,0.04,FALSE
19,0.03,FALSE
255,0,FALSE
255,0,FALSE
104,0.02,FALSE
255,0,FALSE
255,0,FALSE
19,0.06,FALSE
162,0.01,FALSE
255,0,FALSE
4,0.01,FALSE
255,0,FALSE
254,0.01,FALSE
250,0,FALSE
221,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
105,0.03,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
232,0.02,FALSE
143,0,FALSE
249,0.01,FALSE
255,0,FALSE
255,0,FALSE
6,0.08,FALSE
2,0.04,FALSE
235,0.01,FALSE
23,0.02,FALSE
159,0.07,FALSE
255,0,FALSE
255,0,FALSE
172,0.08,FALSE
255,0,FALSE
254,0.01,FALSE
129,0.04,FALSE
181,0,FALSE
255,0,FALSE
255,0,FALSE
250,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.17,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
15,0.09,FALSE
241,0.01,FALSE
37,0.05,FALSE
255,0,FALSE
66,0.4,FALSE
1,0.13,FALSE
237,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.54,FALSE
15,0.17,FALSE
255,0,FALSE
255,0,FALSE
196,0.01,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
102,0.29,FALSE
95,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.06,FALSE
195,0.06,FALSE
41,0.07,FALSE
255,0,FALSE
255,0,FALSE
235,0.01,FALSE
255,0,FALSE
204,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
137,0.03,FALSE
255,0,FALSE
255,0,FALSE
236,0.01,FALSE
235,0.01,FALSE
252,0.01,FALSE
255,0,FALSE
93,0.01,FALSE
2,0.56,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
245,0.01,FALSE
227,0,FALSE
180,0.02,FALSE
1,0.78,FALSE
124,0.07,FALSE
247,0,FALSE
190,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
2,0.75,FALSE
255,0,FALSE
94,0.03,FALSE
254,0.01,FALSE
252,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
91,0,FALSE
46,0.05,FALSE
12,0,FALSE
46,0.02,FALSE
41,0.06,FALSE
36,0.04,FALSE
177,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
130,0.02,FALSE
255,0,FALSE
58,0.05,FALSE
9,0.27,FALSE
90,0.05,FALSE
250,0,FALSE
244,0.01,FALSE
1,0.64,FALSE
254,0.01,FALSE
14,0.06,FALSE
255,0,FALSE
95,0.03,FALSE
29,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
211,0.01,FALSE
255,0,FALSE
37,0.6,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
4,0.51,FALSE
138,0,FALSE
6,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
24,0.11,FALSE
34,0.06,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
242,0.01,FALSE
255,0,FALSE
119,0.03,FALSE
10,0.03,FALSE
255,0,FALSE
39,0.03,FALSE
255,0,FALSE
255,0,FALSE
1,0.07,FALSE
52,0.03,FALSE
208,0.02,FALSE
255,0,FALSE
14,0.01,FALSE
248,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
248,0.01,FALSE
255,0,FALSE
255,0,FALSE
204,0.02,FALSE
253,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
17,0.06,FALSE
10,0.72,FALSE
48,0,FALSE
255,0,FALSE
255,0,FALSE
23,0,FALSE
255,0,FALSE
1,0.25,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
241,0.03,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
245,0.01,FALSE
245,0.02,FALSE
255,0,FALSE
2,0.11,FALSE
250,0.01,FALSE
184,0.4,FALSE
17,0.03,FALSE
255,0,FALSE
248,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
174,0.02,FALSE
80,0.09,FALSE
255,0,FALSE
255,0,FALSE
52,0.02,FALSE
255,0,FALSE
255,0,FALSE
174,0.02,FALSE
102,0.07,FALSE
255,0,FALSE
255,0,FALSE
137,0.01,FALSE
189,0.02,FALSE
255,0,FALSE
117,0.04,FALSE
255,0,FALSE
2,0.01,FALSE
255,0,FALSE
255,0,FALSE
152,0.03,FALSE
255,0,FALSE
254,0.01,FALSE
175,0.08,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
234,0.01,FALSE
111,0,FALSE
70,0.03,FALSE
12,0.08,FALSE
9,0.18,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
1,0.19,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
168,0.01,FALSE
108,0.05,FALSE
255,0,FALSE
255,0,FALSE
250,0.01,FALSE
59,0,FALSE
255,0,FALSE
255,0,FALSE
99,0.11,FALSE
19,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
4,0.07,FALSE
2,0.53,FALSE
43,0.04,FALSE
255,0,FALSE
156,0.02,FALSE
255,0,FALSE
219,0.02,FALSE
255,0,FALSE
131,0,FALSE
7,0.08,FALSE
255,0,FALSE
204,0.03,FALSE
224,0.01,FALSE
255,0,FALSE
11,0.57,FALSE
255,0,FALSE
196,0.01,FALSE
34,0.23,FALSE
255,0,FALSE
254,0.01,FALSE
255,0,FALSE
254,0.01,FALSE
223,0.02,FALSE
245,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
11,0.02,FALSE
255,0,FALSE
255,0,FALSE
179,0,FALSE
196,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
149,0.09,FALSE
29,0.05,FALSE
7,0.78,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
8,0.15,FALSE
255,0,FALSE
10,0,FALSE
241,0.01,FALSE
255,0,FALSE
184,0.01,FALSE
132,0.05,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
61,0.03,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
92,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
252,0,FALSE
255,0,FALSE
255,0,FALSE
156,0,FALSE
255,0,FALSE
255,0,FALSE
231,0.25,FALSE
216,0.01,FALSE
255,0,FALSE
28,0.01,FALSE
255,0,FALSE
54,0.04,FALSE
33,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
165,0.04,FALSE
49,0.08,FALSE
255,0,FALSE
247,0.01,FALSE
254,0.01,FALSE
107,0.13,FALSE
182,0.02,FALSE
255,0,FALSE
20,0,FALSE
249,0.01,FALSE
123,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
70,0,FALSE
188,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
194,0.02,FALSE
74,0.02,FALSE
255,0,FALSE
255,0,FALSE
149,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
227,0,FALSE
5,0.01,FALSE
255,0,FALSE
209,0,FALSE
255,0,FALSE
179,0.02,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
255,0,FALSE
98,0.05,FALSE
255,0,FALSE
1,0.47,FALSE
255,0,FALSE
84,0.03,FALSE
255,0,FALSE
255,0,FALSE
253,0.01,FALSE
255,0,FALSE
255,0,FALSE
23,0,FALSE
92,0,FALSE
255,0,FALSE
215,0,FALSE
236,0.02,FALSE
255,0,FALSE
226,0.01,FALSE
123,0.18,FALSE
255,0,FALSE
255,0,FALSE
2,0.09,FALSE
1,0.03,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
137,0,FALSE
255,0,FALSE
230,0.01,FALSE
255,0,FALSE
122,0,FALSE
63,0,FALSE
234,0.01,FALSE
254,0.01,FALSE
5,0.02,FALSE
255,0,FALSE
255,0,FALSE
4,0,FALSE
255,0,FALSE
255,0,FALSE
254,0.01,FALSE
255,0,FALSE
255,0,FALSE
166,0.01,FALSE
255,0,FALSE
85,0.04,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
125,0,FALSE
255,0,FALSE
255,0,FALSE
178,0.01,FALSE
4,0.03,FALSE
255,0,FALSE
97,0.53,FALSE
22,0.05,FALSE
241,0,FALSE
94,0.02,FALSE
255,0,FALSE
242,0.01,FALSE
10,0.69,FALSE
255,0,FALSE
57,0.4,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
239,0.01,FALSE
255,0,FALSE
255,0,FALSE
79,0,FALSE
255,0,FALSE
255,0,FALSE
39,0.05,FALSE
255,0,FALSE
255,0,FALSE
239,0.02,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
136,0.01,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
237,0,FALSE
6,0.06,FALSE
255,0,FALSE
61,0,FALSE
255,0,FALSE
255,0,FALSE
255,0,FALSE
251,0.01,FALSE
192,0,FALSE
103,0.09,FALSE
42,0.1,FALSE
255,0,FALSE
111,0.02,FALSE
255,0,FALSE
